file,lines,characters,keywords_found,preview,topic
Seerah of Prophet Muhammad 77 - The Conquest of Makkah Part 2 ~ Dr. Yasir Qadhi ｜ 26th Feb 2014.txt,1471,83674,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] In today's lesson, we will continue from where we left off.
 [00:00:29] Regarding the conquest of Makkah and we had mentioned that the Prophet sallallahu alayhi wasallam did not inform anybody where he was heading until the very last minute and probably the day before or two days before we don't know exactly when he told them that okay we're heading to Makkah because you have to tell them eventually they have to leave the city they have to prepare they need to know they're going to face a battle possibly so he tells them that they're heading towards Makkah now what happens when they leave the city?
 [00:00:59] What happens one of the Sahaba one of the Sahaba by the name of Hatib ibn Abi Balta'ah decides to warn the Quraysh that the Prophet sallallahu alayhi wasallam is coming and this story will take up the bulk maybe even the entire of our Seerah today because it is a very very significant story a story that has a lot of benefits and a story that is used today in a very political manner a lot of controversy exists to this day
 [00:01:29] about interpreting the story of Hatib ibn Abi Balta'ah so who is Hatib and what happened?
 [00:01:36] Hatib according to the strongest opinion was a Mawla from Yemen and a Mawla is somebody that would have an immigrant status a Mawla is somebody that has an immigrant status and he was a Mawla to one of the Qurayshis and what this means was he has a second class citizenship in Makkah and he had converted to Islam and he had emigrated to Medina
 [00:02:05] and for reasons that are not mentioned in the Seerah his family his children and according to one report even his mother remained in Makkah and they did not come with him to Medina now there is another opinion as well and that is that Hatib was a slave who had won his freedom and purchased his freedom and if we take this opinion then we understand exactly why his children and his mother and what not had not left because they are all slaves
 [00:02:31] there is a second opinion that Hatib was a slave but both opinions say that Hatib was not a pure Qurayshi that Hatib was an Arab and either he was a Mawla or he was a slave and he had converted to Islam and left for Medina and his family was still in Makkah now Hatib wrote a letter directed to the people of Makkah and the content of this letter is not mentioned in Ibn Ishaq but it is mentioned in one or two other books of them one of the
 [00:03:01] reports mentions that he said to the Quraysh he sent a letter that the Prophet ﷺ and the Muslims are leaving with an army and he might be heading towards Makkah or he might be heading elsewhere so take precautions then according to this report Hatib would have sent the letter before the Prophet ﷺ made the announcement because he is not telling him exactly where there is another report that he specifically said that the Prophet ﷺ is heading towards you with an army like the knight
 [00:03:31] the meaning here poetically is it is dense and it is full of people because the night is like very dark and full and you can imagine the hordes of the army this is compared to the darkness and he is rushing towards you like a river like a torrent and I swear by Allah even if he were to come to you alone Allah would help him over you because Allah will fulfill his promise
 [00:03:57] now the second version basically shows that Hatib is telling them look doesn't matter what you do he will win but I'm just telling you this that he is coming your way and therefore Hatib did not he basically spilled the beans he gave away the secret of the Prophet ﷺ now how did he manage to get this letter or what did he plan to do he found another Mawla lady from the Quraysh from the Abdul Muttalib the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going to be the Mawla of the Quraysh and he was the one who was going",Tafsir / Quran
Seerah of Prophet Muhammad 66 - The Treaty of Hudaybiyya - Part 4 - Dr. Yasir Qadhi ｜ 25th Sept 2013.txt,829,83014,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] So
 [00:00:28] last week we were talking about the writing down of the treaty of Hudaibiyah and in it
 [00:00:34] we have Suhail bin Amr finally agreeing with the demand of the Quraysh that whatever you
 [00:00:42] do just make sure he doesn't come back next year.
 [00:00:45] And the rest they left it to Suhail.
 [00:00:47] So Suhail as soon as the treaty begins, so he, Bismillah way too loud, lower, whatever
 [00:00:55] you did there was nobody asleep to that level.
 [00:00:58] Okay Bismillah testing.
 [00:01:01] Are you guys done?
 [00:01:03] Done playing around?",Tafsir / Quran
Seerah of Prophet Muhammad 70 - The Battle of Khaybar Part 2 - Dr. Yasir Qadhi ｜ 30th Oct 2013.txt,828,66251,"battle, bukhari, hadith, muslim, prophet","[00:00:00] So we now resume where we left off.
 [00:00:07] So we have a few minutes left.
 [00:00:10] So we have a few minutes left.
 [00:00:13] So we have a few minutes left.
 [00:00:16] So we have a few minutes left.
 [00:00:19] So we have a few minutes left.
 [00:00:22] So we have a few minutes left.
 [00:00:25] So we have a few minutes left.
 [00:00:28] So we now resume where we had left off from before our Eid break,
 [00:00:33] and that is the Battle of Khaybar.",Hadith / Sunnah
Seerah of Prophet Muhammad 74 - Battle of Mu_tah Part 2 - Dr. Yasir Qadhi ｜ 11th December 2013.txt,1038,73428,"battle, bukhari, hadith, khilafah, muslim, prophet","[00:00:00] So we were discussing the battle of Mu'tah, and
 [00:00:29] this is our second and final discussion of the battle of Mu'tah.
 [00:00:34] And last week I had gotten to the place of Khalid ibn Al-Walid having been appointed
 [00:00:40] and the Prophet sallallahu alayhi wasallam explaining to the people what had happened
 [00:00:46] in the battle and his reaction in Medina.
 [00:00:49] Now let us go back to the battle and mention what did Khalid ibn Al-Walid do and once again
 [00:00:53] I reiterate that unfortunately we really just have two or three explicit narrations from
 [00:00:58] which we have to derive the entire story.
 [00:01:01] So what appears to be the case is that Khalid ibn Al-Walid he realized that there is no
 [00:01:05] way to achieve actual victory and that the only real victory would be to preserve the",Hadith / Sunnah
Seerah of Prophet Muhammad 86 - Recap & Lessons from Hunayn & Ta_if ~ Dr. Yasir Qadhi ｜ 13 Aug 2014.txt,1838,92467,"battle, bukhari, hadith, muslim, prophet, urdu","[00:00:00] So we're now resuming our seerah after the break.
 [00:00:27] How much? Three and a half months now?
 [00:00:29] Just about three and a half months. So inshallah we're resuming.
 [00:00:32] And we have to recap and we're actually going to basically go a little bit back because I feel that we were rushed through when we did the Battle of Hunayn and Ta'if.
 [00:00:42] And I didn't really talk about some of the main points of benefit.
 [00:00:45] And if you remember, we had talked about at least six lessons about the conquest of Mecca.
 [00:00:51] And this occurred in which month and which year? Everybody should know without looking at any notes.
 [00:00:55] This is general knowledge. Which month and which year did the conquest of Mecca take place?
 [00:01:00] Ramadan of? Eighth year of the Hijrah.
 [00:01:04] Ramadan of the eighth year of the Hijrah.",Hadith / Sunnah
Seerah of Prophet Muhammad 65 - The Treaty of Hudaybiyya - Part 3 - Dr. Yasir Qadhi ｜ 18th Sept 2013.txt,1725,97199,"battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] So this is our third lecture on the Treaty of Hudaibiyyah.
 [00:00:29] And last lesson, I had reached the point where the Prophet ﷺ and the Quraysh had a back and forth for a number of different emissaries.
 [00:00:39] I think there's an echo in the mic. Where's our brother Adam? Adam?
 [00:00:44] Yeah, we have an echo in the mic, if you can fix it.
 [00:00:47] And so we had mentioned the fact that there had been at least three or four back and forths,
 [00:00:52] and now it was the Prophet's ﷺ turn to send somebody of a senior rank.
 [00:00:56] So he offered, he chose Umar ibn Al-Khattab.
 [00:00:59] And most likely the reason that he chose Umar was because of the physical strength of Umar,
 [00:01:03] an intimidating personality, a very strong person, and somebody that physically even had the courage to walk into Mecca.
 [00:01:12] So Umar ibn Al-Khattab, he said,",Tafsir / Quran
Seerah of Prophet Muhammad 67 - The Treaty of Hudaybiyya - Part 5 - Dr. Yasir Qadhi ｜ 2nd Oct 2013.txt,1428,97727,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah, translation","[00:00:00] In the name of Allah, the Most Gracious, the Most Merciful.
 [00:00:22] All praise be to Allah, the Lord of the Worlds.
 [00:00:23] And peace and blessings be upon the Master Muhammad and upon his family and companions.
 [00:00:28] Today we will finish up and conclude with the incident of Hudaybiyyah.
 [00:00:33] And we will begin by quickly going over some of the main verses in the Qur'an
 [00:00:37] in Surah Al-Fatah that mention the incident of Hudaybiyyah.
 [00:00:42] And as I had said that Surah Al-Fatah came down in its entirety
 [00:00:47] while the Prophet ﷺ was going back from Hudaybiyyah to Mecca.
 [00:00:51] And this is one of those rare Surahs that was revealed in its entirety.
 [00:00:55] And naturally the Surah did not come down in its entirety.",Tafsir / Quran
Seerah of Prophet Muhammed 19 - Death of Khadija & Abu Talib - Yasir Qadhi ｜ January 2012.txt,1113,67029,"battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] We will resume after our hiatus of taking a break, resume our story of the Seerah of
 [00:00:25] the Prophet ﷺ and the lessons and morals that we can derive from them.
 [00:00:31] And our last halaqah we had talked about the incident of the boycott, the incident of the
 [00:00:36] boycott of the Prophet ﷺ and the fact that for, and again we don't know for how long,
 [00:00:42] a year and a half, two years, maybe even three as some people said, but most likely lesser
 [00:00:47] than that, or maybe a year, year and a half, the Banu Hashim took on a self-imposed exile
 [00:00:54] because of the economic boycott.
 [00:00:56] As we had explained, the boycott was economic.
 [00:00:59] The Quraysh said we will not buy and sell to the Banu Hashim, we will not marry any
 [00:01:05] of our daughters or our sons are not going to propose to the Banu Hashim.",Tafsir / Quran
Seerah of Prophet Muhammad 60 - The Battle of Khandaq⧸Ahzab p4 - Dr. Yasir Qadhi ｜ 8th May 2013.txt,1534,85213,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] Today, inshallah, we'll finish up.
 [00:00:29] Insha'Allah, the incident of the Ahzab or the Khandaq and insha'Allah next Wednesday,
 [00:00:37] insha'Allah we'll continue on to talk about one of the most controversial issues of the
 [00:00:41] Seerah, and that is the massacre of the Banu Quraidah that will be next Wednesday.
 [00:00:45] So today we're going to wrap up the battle of Khandaq, and last Wednesday we had just
 [00:00:50] started talking about the role of Nu'aim ibn Mas'ud al-Ghatafani.
 [00:00:57] And as I had said last week that Allah subhanahu wa ta'ala had chosen Nu'aim to have a very
 [00:01:03] unique status and position, that he had direct friendship with Abu Sufyan, and he also had
 [00:01:09] direct friendship with the Banu Quraidah.
 [00:01:13] And he was from the tribe of Ghatafan, and so we learned that he had accepted Islam on",Tafsir / Quran
Seerah of Prophet Muhammad 87 - Battle of Tabuk 1 ~ Dr. Yasir Qadhi ｜ 20th August 2014.txt,1132,73163,"battle, bukhari, hadith, muslim, prophet, surah, translation","[00:00:00] So, in sha Allah we will resume from where we started.
 [00:00:29] We left off last halaqah and we had finished the battle of Hunayn and Ta'if and the benefits of the battle of Hunayn and the siege of Al-Ta'if.
 [00:00:39] And today, in sha Allah we will move on to the Ghazwa-t-Tabuk.
 [00:00:44] But before we do that, just a very quick note that there were around six months before between the siege of Al-Ta'if and the battle of Tabuk.
 [00:00:53] What happened in these six months?
 [00:00:54] Around seven or eight mini expeditions which were not going to go into the names of the small expeditions.
 [00:01:01] The process did not participate, but he sent the Sahaba to neighboring tribes and neighboring lands.
 [00:01:06] And one of the main purposes was to destroy large idols, to destroy public idols, and also to bring in the small tribes around Mecca, around Medina that were still remaining to bring in.
 [00:01:17] So there's no need to go into all of the names.
 [00:01:19] But for example, just so that you know, the more famous ones, Tufaili bin Amr was sent to destroy the idol of Dhul-Kaffain and Ali bin Abi Talib was sent to destroy the idol of Al-Tayyib by the name of Al-Fuls.",Tafsir / Quran
Seerah of Prophet Muhammad 56 - The Slander of Aisha (ra) Part 2 - Yasir Qadhi ｜ 10th April 2013.txt,1499,95582,"ayah, battle, bukhari, muslim, prophet, surah, tafsir","[00:00:00] In the name of Allah, the most Gracious, the most Merciful.
 [00:00:21] In our last class we had begun our discussion of the famous story of the slander of Aisha,
 [00:00:33] Qissatul Ifq. And the slander of Aisha occurred after which battle? Who can remind me quickly?
 [00:00:38] After which battle? Ghazwatul Muraisi' also known as Ban al-Mustaliq, it's the same.
 [00:00:47] Ghazwatul Ban al-Mustaliq. And just a quick reminder, what are the differences of opinion about the dates that this occurred?
 [00:00:53] Quickly, one opinion says the fifth year, and another opinion says the sixth year of the Hijra.
 [00:01:00] And we said in fact, whichever opinion is right, it doesn't really matter in the sense the story is exactly the same.
 [00:01:07] It's just a historical anomaly, whether it's the fifth year or the sixth year of the Hijra, there's really no
 [00:01:13] difference, no difference really about the story itself. Now, what is important to understand is the incidents regarding the hypocrites that occurred right before the story.
 [00:01:23] They're looking for revenge. Abdullah ibn Ubayy wants to get even after what has happened to him.",Tafsir / Quran
Seerah of Prophet Muhammad 59 - The Battle of Khandaq⧸Ahzab p3 - Dr. Yasir Qadhi ｜ 1st May 2013.txt,1696,92064,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] We are still obviously on the incident of the khandaq, the incident of the war.
 [00:00:29] We are still on the incident of the trench or the ahzab.
 [00:00:32] And we had just finished last week talking about the beginnings of the story of the treachery
 [00:00:39] that the Muslims learned for the first time that the Yehud had switched gears.
 [00:00:45] And the details of this conversation are recorded by Ibn Ishaq without any chain.
 [00:00:51] And Ibn Ishaq says that Huya'yib bin Akhtab, who is of course the father of Safiyyah, the wife of the Prophet ﷺ,
 [00:00:58] Huya'yib bin Akhtab, he made his way back into Madinah.
 [00:01:02] And as we had said, you cannot protect the entire city.
 [00:01:05] And Huya'yib knows the city because he has been there numerous times.
 [00:01:09] And news reached the Banu Qurayza that Huya'yib is coming.",Tafsir / Quran
Seerah of Prophet Muhammad 61 - The Tribe of Banu Quraytha - Dr. Yasir Qadhi ｜ 15th May 2013.txt,1916,105710,"battle, bukhari, hadith, muslim, prophet, surah","[00:00:30] we had discussed the conclusion of the battle of the khandaq, the battle of ahzab
 [00:00:34] and the way that Allah subhanahu wa ta'ala used a number of factors
 [00:00:38] to make sure that the ahzab departed without even a battle taking place.
 [00:00:43] We talked about Nuaim ibn Mas'ud, we talked about the army that Allah sent,
 [00:00:47] we talked about the treachery, that's not the treachery but the,
 [00:00:51] if you like, what's the word I'm looking for, the mistrust,
 [00:00:56] not the mistrust that the three tribes had for each other.
 [00:01:00] The Banu Quraidha with the ghatafan, with the Quraish, the mistrusters are looking for,
 [00:01:06] that they didn't trust one another, they really didn't have the same reasons for fighting.
 [00:01:10] And so Allah subhanahu wa ta'ala used all of that against them and",Tafsir / Quran
Seerah of Prophet Muhammad 50 - The Battle of Uhud Part 5 - Yasir Qadhi ｜ 20th February 2013.txt,1465,80565,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] So today, inshallah wa ta'ala, we will try to finish the day with a prayer.
 [00:00:30] We will finish up the battle of Uhud so that we can move on inshallah wa ta'ala next week.
 [00:00:36] Last lesson, we had just stopped at the incident of Safiyyah running on the battlefield.
 [00:00:44] And I don't think I actually finished what happened. I think we just went into a tangent and stopped.
 [00:00:48] So when the Prophet ﷺ saw Safiyyah running, he didn't recognize her.
 [00:00:52] And he said, the lady, the lady, al-mar'adu al-mar'ah, meaning that whoever she is, she should not be here
 [00:00:58] because she is going to be traumatized. And the one who recognized her was her son.
 [00:01:04] Now who is her son now? We should all know. Who is Safiyyah's son? Zubayr ibn Awam.
 [00:01:09] We agreed now? Insha'Allah. Khalaas? Okay. Zubayr ibn Awam. Okay.
 [00:01:14] And so obviously the son recognized his mother immediately from the distance.",Tafsir / Quran
Seerah of Prophet Muhammad 57 - The Battle of Khandaq⧸Ahzab - Dr. Yasir Qadhi ｜ 17th April 2013.txt,1287,83076,"battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] Today, Alhamdulillah, we're going to begin the next segment of the seerah.
 [00:00:29] And that is the very famous battle, the battle of Khandaq.
 [00:00:34] The battle of Khandaq is also called the battle of Ahzab.
 [00:00:37] And of course, Khandaq, we all know this basic seerah stuff.
 [00:00:40] Khandaq means the trench, and Ahzab means various groups gathered together.
 [00:00:46] Typically, it's translated in English as the confederates.
 [00:00:49] But, Hizb is a group, and Ahzab is the groups.
 [00:00:53] So, Ahzab is the various groups.
 [00:00:56] And generally speaking, English seerah authors translate Ahzab as the confederate armies,
 [00:01:01] meaning the armies of different tribes.",Tafsir / Quran
Seerah of Prophet Muhammad 68 - The Battle of Khaybar Part 1 - Dr. Yasir Qadhi ｜ 9th Oct 2013.txt,1248,84327,"battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] So today we will begin with the battle of the
 [00:00:27] So today we will begin with the battle of Khyber.
 [00:00:30] We finished the Treaty of Hudaibiyah and the next major incident is the battle of Khyber.
 [00:00:36] And before we begin the battle of Khyber, just a very quick recap of the Jewish tribes in the Arabian Peninsula
 [00:00:44] because the battle of Khyber represents the final expulsion of the Yehudi tribes that were in Arabia at the time,
 [00:00:52] or I should be more precise, Central Arabia at the time.
 [00:00:55] And a lot of Muslims always get confused between all of the various tribes.
 [00:00:58] So just a quick recap of some of the previous incidents that had taken place about the interaction between the Muslims and the Yehud.
 [00:01:07] And who can remind me, how did we have Yehud in Central Arabia? How did they get there? Who can remind me?
 [00:01:16] So one theory says they came from Yemen. That's one theory.",Tafsir / Quran
Seerah of Prophet Muhammad 51 - Massacres of Al Raji & Bir Ma_una - Yasir Qadhi ｜ 27th February 2013.txt,1029,76152,"battle, bukhari, hadith, muslim, prophet, surah, tafsir","[00:00:00] So today, inshallah wa ta'ala, we will move on from the topic of the day.
 [00:00:30] We have finished the battle of Uhud in our last few sessions.
 [00:00:35] And move on to the next two major incidents, both of which were very sad.
 [00:00:42] They caused the Prophet ﷺ a lot of grief and a lot of personal loss because they both involved massacres.
 [00:00:48] They both involved large groups of the Sahaba being brutally killed.
 [00:00:52] And these are called the incident of Bi'r Ma'una and the incident of Al-Raji'a.
 [00:00:58] Bi'r Ma'una and Al-Raji'a.
 [00:01:00] So what exactly happened?
 [00:01:03] It appears that the apparent, let's say, loss of Uhud, or at least the Muslims were not the clear victors,
 [00:01:09] it actually made some of the Bedouin tribes around Medina greedy.",Tafsir / Quran
Seerah of Prophet Muhammad 58 - The Battle of Khandaq⧸Ahzab p2 - Dr. Yasir Qadhi ｜ 24th April 2013.txt,1183,67420,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] So we're talking about the Battle of Khandaq, also called the Battle of the Holy Land.
 [00:00:07] And in our last week we had talked about the fact that the battle of Khandaq was a battle
 [00:00:27] of the Holy Land.
 [00:00:28] And we had talked about the battle of the Holy Land, and we had talked about the battle
 [00:00:37] of the Holy Land.
 [00:00:38] And we had talked about the battle of Khandaq, and we had talked about the battle of Khandaq.
 [00:00:41] And we had talked about the battle of Khandaq.
 [00:00:42] And we had talked about the battle of Khandaq.
 [00:00:43] And we had talked about the battle of Khandaq.
 [00:00:44] And we had talked about the battle of Khandaq.",Tafsir / Quran
Seerah of Prophet Muhammad 52 - Background of the wives of Muhammad - Yasir Qadhi ｜ 6th March 2013.txt,751,79102,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:00] In our last week, we had done the incidents of Ma'una and Al-Rajee'a.
 [00:00:29] And the next major incident that occurred, we're actually going to postpone it till next week.
 [00:00:36] And we need to catch up with other incidents that are not directly related to the Ghazawat.
 [00:00:41] And next week, inshallah, we'll talk about the incident of the expulsion of the Banu Nadir,
 [00:00:47] which is the second of the three Jewish tribes. As you know, there were three Yahudi tribes there.
 [00:00:52] The Banu Qaynuqa, the Banu Nadir, and the Banu Quraidha.
 [00:00:56] And after Uhud, the second of the three tribes was removed.
 [00:01:00] But there are things that are happening that are in the personal life of the Prophet ﷺ.
 [00:01:04] So we need to get up to date with that. And in particular, the marriages of the Prophet ﷺ
 [00:01:09] that took place around this time and before this time, which we have been obviously sidelining",Tafsir / Quran
Seerah of Prophet Muhammed 35 - The Preparation for Badr - Yasir Qadhi ｜ May 2012.txt,1526,92640,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] We had mentioned in our last few lessons some of the early incidents that occurred in the
 [00:00:23] life of the Prophet ﷺ in Medina and also the famous treaty or the Sahifa.
 [00:00:29] Today we will discuss three of the three major events that occurred in Medina.
 [00:00:36] The first is the battle of Badr.
 [00:00:40] Today we will talk about a number of important changes in the Medina society.
 [00:00:45] Of course, the Prophet ﷺ had moved to a new place.
 [00:00:48] It's a new era. Everything is different.
 [00:00:50] A number of different policies were put into place that were new and impossible to implement in Mecca.
 [00:00:56] Today we will discuss three of them.
 [00:00:58] Two of them briefly, one of them in detail.",Tafsir / Quran
Seerah of Prophet Muhammad 64 - The Treaty of Hudaybiyya - Part 2 - Dr. Yasir Qadhi ｜ 11th Sept 2013.txt,1856,103554,"battle, hadith, muslim, prophet, surah","[00:00:00] So we continue today with the
 [00:00:27] So we continue today with the Treaty of Hudaybiyyah Part 2.
 [00:00:31] And in the last halaqah, in the last seerah, we had discussed the beginnings of the Treaty of, or the incident of Hudaybiyyah.
 [00:00:38] We talked about why it's called Hudaybiyyah, why some of the Sahaba called it a Ghazwa,
 [00:00:43] how the Prophet ﷺ entered into the area, he bypassed the troops of Khalid ibn al-Walid,
 [00:00:48] and that the Prophet ﷺ, Allah Azzawajal caused the Prophet ﷺ's camel to camp at that plain
 [00:00:56] that is called the plain of Hudaybiyyah.
 [00:00:59] Now, so we stop basically when the Prophet ﷺ camped, he realized Allah wanted him to stop here,
 [00:01:04] so they set up their camp.
 [00:01:06] Now, during the course of the next few days, many things happened.",Tafsir / Quran
Seerah of Prophet Muhammad 53 - Expulsion of Banu Nadheer - Yasir Qadhi ｜ 13th March 2013.txt,1482,86842,"ayah, battle, hadith, muslim, prophet, surah","[00:00:00] So I promised you a quick pop quiz, so Asif quickly.
 [00:00:28] Number one, Umahatul Mumineen, let's memorize them all together.
 [00:00:35] Number one, Khadija. Number two, Sauda. Number three, Aisha, but the consummation happened later on.
 [00:00:50] So the Nikah took place at this time.
 [00:00:52] Number four, Hafsa. So actually Aisha and Hafsa are actually in the order that we know.
 [00:01:04] Number five, Zayna binti Khuzayma. And Zayna binti Khuzayma, what is the main thing about her that we need to know, the most important thing?
 [00:01:13] She passed away. She passed away within a few months of marriage, so that's why we hardly have any details.
 [00:01:20] This is Zayna binti Khuzayma. And then we said, one of the tidbits about Zayna binti Khuzayma is that her half-sister eventually also became the wife of the Prophet Sallallahu Alaihi Wasallam.
 [00:01:30] And that is Maymuna bint Al-Hadith, and we'll talk about that in a while.
 [00:01:33] And then number six is Umm Salama. Number six is Umm Salama, Hind binti Abi Umayyah Al-Maghzumiya.",Tafsir / Quran
Seerah of Prophet Muhammad 47 - The Battle of Uhud Part 2 (with Maps) - Yasir Qadhi ｜ 30th Jan 2013.txt,1582,86715,"battle, bukhari, hadith, muslim, prophet","[00:00:00] So we had started talking about the
 [00:00:27] battle of Uhud and we had talked about the preparations for war, the fact that the Quraish
 [00:00:37] were camping outside, were very close outside of Uhud, the shura that the Prophet Sallallahu
 [00:00:41] Alaihi Wasallam did, the fact that the Sahabah themselves differed and then they changed
 [00:00:44] their minds and the Prophet Sallallahu Alaihi Wasallam refused to change his mind.
 [00:00:48] He said once he has worn armor, he will not take it off.
 [00:00:51] Now one of the biggest problems of the battle of Uhud as we describe it is that what we
 [00:00:57] have is simply bits and pieces of the whole battle.
 [00:01:02] We don't have somebody who has painted the whole picture for us.
 [00:01:06] What we have is one Sahabi says this happened and he talks about one incident.",Hadith / Sunnah
Seerah of Prophet Muhammad 49 - The Prophet ﷺ Injured ｜ Uhud Part 4 - Yasir Qadhi ｜ 13th Feb 2013.txt,1083,66729,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] I am not going to be able to do this.
 [00:00:02] I am going to be able to do this.
 [00:00:04] I am going to be able to do this.
 [00:00:06] I am going to be able to do this.
 [00:00:08] I am going to be able to do this.
 [00:00:10] I am going to be able to do this.
 [00:00:12] I am going to be able to do this.
 [00:00:14] I am going to be able to do this.
 [00:00:16] I am going to be able to do this.
 [00:00:18] I am going to be able to do this.",Tafsir / Quran
Seerah of Prophet Muhammad 71 - Letters to various Rulers - Dr. Yasir Qadhi ｜ 6th November 2013.txt,1393,79605,"battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] Okay, Bismillah, Maraheem, Alhamdulillah, Rabbul Alamin, wa Salatu wa Salamu ala Sayyidina
 [00:00:23] Muhammadin wa ala alihi wa sahbihi ajma'in.
 [00:00:25] Amma ba'd.
 [00:00:27] So we finished the Battle of Khaybar and now we're going to take the next segment of the
 [00:00:31] Seerah, which is almost always discussed after the Battle of Khaybar, and that is the segment
 [00:00:36] dedicated to the letters and the emissaries that the Prophet ﷺ sent to the various rulers.
 [00:00:42] Now, what must be kept in mind is that these letters were not sent all at the same time.
 [00:00:48] Rather, there are various letters that have been sent.
 [00:00:51] Some scholars have documented over 25 letters that the Prophet ﷺ sent, and the problem
 [00:00:56] comes obviously each one of these letters is not worthy of an entire hour-long lecture.",Tafsir / Quran
Seerah of Muhammad 55 - Return from Al-Muraysi_ & Slander of Aisha P1 - Yasir Qadhi ｜ 3rd April 2013.txt,1542,84323,"ayah, battle, bukhari, hadith, muslim, prophet, surah, translation","[00:00:00] So we were still doing the Ghazwa of Muraisi'a, the expedition of Muraisi'a, the expedition
 [00:00:29] of Muraisi'a, and we said the Ghazwa of Muraisi'a is important not so much for the battle itself
 [00:00:35] but for the three things that happen after the battle.
 [00:00:38] And we talked about the first of those three things being what?
 [00:00:42] What was the first of those three?
 [00:00:46] So the marriage of the Prophet ﷺ with Jwairia which led to the entire tribe being freed
 [00:00:55] and then converting to Islam and then being returned to their property and so everything
 [00:01:00] remained the same except that they were now Muslim, right?
 [00:01:03] And the marriage of Jwairia truly illustrates the plurality of our Prophet's ﷺ marriages.
 [00:01:11] We're going to do the second incident today and then start the third incident as well",Tafsir / Quran
Seerah of Prophet Muhammad 40 - The Battle of Badr 5 - Yasir Qadhi ｜ 7th November 2012.txt,1161,93732,"ayah, battle, bukhari, hadith, muslim, prophet, surah, tafsir","[00:00:30] I'm suffering from a little bit of a flu and my voice has still not recovered
 [00:00:35] So I'm gonna have to speak in a low voice for most of today
 [00:00:38] Which as you know for me is very difficult to do when I speak so will have to be a more calmer lecture inshallah
 [00:00:45] I mean I mean
 [00:00:47] so
 [00:00:48] we were still talking about the actual incidents during the Battle of better and
 [00:00:53] The next incident that we're going to come to is a tafsir of something in the Quran that Allah subhanahu wa ta'ala says in surah
 [00:00:59] and foul what is Zain and I'm a shaitan I'm a
 [00:01:02] Waka la la gala bala cumul Yoma manan na siwa in knee jarul lecum that one shaitan made their deeds beautiful to them
 [00:01:10] What is Zain and I'm a shaitan I'm a leham?",Tafsir / Quran
Seerah of Prophet Muhammad 100 - The Farewell Hajj ~ Dr. Yasir Qadhi ｜ 21st January 2015.txt,924,84146,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:30] Today is the second to last seerah that we have and all things must come to an end.
 [00:00:39] So today will be our last Wednesday seerah.
 [00:00:43] Our final will be on Saturday, this Saturday inshallah.
 [00:00:46] And so today we discuss the incident of the Hajjatul Wada' or the farewell pilgrimage
 [00:00:53] of the Prophet ﷺ.
 [00:00:55] And there's quite a lot of material to discuss in this particular section.
 [00:01:00] So let us begin immediately.
 [00:01:02] When did Allah reveal the obligation for Hajj?
 [00:01:05] When did Allah reveal the obligation for Hajj?
 [00:01:07] This is actually a very difficult question and it has a fiqh analogous, if you like,",Tafsir / Quran
